Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Label
2.67,-0.5777343667744872,-0.3426037739294742,1.8164383546452398,Walking
2.68,-0.6417440916576161,-0.38009904382713844,1.6121813552622504,Walking
2.69,-0.6921997377099235,-0.41035838444630585,1.4322143774275082,Walking
2.7,-0.7396781872560387,-0.4294349252714333,1.275433329252456,Walking
2.71,-0.7863731640373667,-0.43535523104474877,1.1484627620684353,Walking
2.72,-0.8325197098833433,-0.4366708545499298,1.0501985839868893,Walking
2.73,-0.877177657476224,-0.44259116032324514,0.97622442745359,Walking
2.74,-0.9257529688930416,-0.4550895836224666,0.9298525681342087,Walking
2.75,-0.9672770254267729,-0.4814020537260906,0.8989379952546208,Walking
2.76,-0.988430790076032,-0.5281066881600232,0.86581523859792,Walking
2.77,-0.9970489904886932,-0.5932300516664922,0.8437334008267856,Walking
2.78,-0.9946985721943311,-0.6734830854825454,0.8404211251611157,Walking
2.79,-0.9798125896633708,-0.7701814131133632,0.8580865953780229,Walking
2.8,-0.9751117530746465,-0.8793781640434026,0.933164843799879,Walking
2.81,-0.9892142628408194,-1.0037045852830258,1.0822172487550334,Walking
2.82,-1.0095845547252913,-1.1444763003374139,1.2632883184783326,Walking
2.83,-1.027604428315401,-1.2878792624021644,1.4377348368702916,Walking
2.84,-1.040139992551999,-1.42601973044619,1.5878913337140033,Walking
2.85,-1.037789574257637,-1.560871139727263,1.683947328018436,Walking
2.86,-1.0229035917266767,-1.6812506904513425,1.6994046144582298,Walking
2.87,-1.011151500254866,-1.7753177710717976,1.6618654902473018,Walking
2.88,-1.0197697006675273,-1.8437301933412205,1.5956199769338997,Walking
2.89,-1.0464077746702982,-1.8851723337544277,1.5006680745180232,Walking
2.9,-1.0816640490857303,-1.9088535568476892,1.3814261505538996,Walking
2.91,-1.1090855958532886,-1.9371394622090852,1.251143307704209,Walking
2.92,-1.1177037962659497,-1.9831862848904271,1.113131821634621,Walking
2.93,-1.1106525413828634,-2.037126848602856,0.9773285193421468,Walking
2.94,-1.1098690686180759,-2.079884612521245,0.8558784116009095,Walking
2.95,-1.1278889422081857,-2.0917252240678756,0.760926509185033,Walking
2.96,-1.1811650902137276,-2.048309648396896,0.6935769039830743,Walking
2.97,-1.2783157130473628,-1.932534779940951,0.6416845852209093,Walking
2.98,-1.4075887192372805,-1.756899041999261,0.5842718070159608,Walking
2.99,-1.5493972896637964,-1.5483727164280412,0.4959444559314246,Walking
3.0,-1.682587659677651,-1.3273479675576,0.3530749655521874,Walking
3.01,-1.7938407922774593,-1.1155325832234275,0.16184625045416676,Walking
3.02,-1.8627863955787487,-0.9385812217765565,-0.05374977262430051,Walking
3.03,-1.8682707049322602,-0.8142548005369333,-0.27611387897962025,Walking
3.04,-1.8055928837492696,-0.74452675476233,-0.4793771956629091,Walking
3.05,-1.6857215507368004,-0.716898661153525,-0.651505121088899,Walking
3.06,-1.5204087973666633,-0.7201877199164778,-0.7875292417590847,Walking
3.07,-1.3190562968163067,-0.7451845665149206,-0.8805269015322156,Walking
3.08,-1.101799299140766,-0.7826798364125847,-0.9243593495079166,Walking
3.09,-0.8939439746426738,-0.8162282357947052,-0.9244697586967724,Walking
3.1,-0.7103763058529907,-0.8333313413620606,-0.8744543961451537,Walking
3.11,-0.5553427151568638,-0.8300422825991078,-0.77877379308283,Walking
3.12,-0.4306138510027129,-0.8037298124954837,-0.6559987750753247,Walking
3.13,-0.33150454625710923,-0.7543939310511889,-0.527040842491902,Walking
3.14,-0.23255193606446312,-0.6892705675447197,-0.41563797093653065,Walking
3.15,-0.13171899123632716,-0.6188847100175258,-0.3319478057839327,Walking
3.16,-0.028206569552618452,-0.5425785467170162,-0.27857600389110176,Walking
3.17,0.07113777702242131,-0.45969426589060075,-0.2589231682747924,Walking
3.18,0.14885827528932952,-0.3708896792908699,-0.2605793061076275,Walking
3.19,0.20244781240078635,-0.28668977495927334,-0.2633395358290192,Walking
3.2,0.24005450511058055,-0.2110414234113545,-0.2587023498970811,Walking
3.21,0.26590910634856413,-0.14743102693584362,-0.25505884666484396,Walking
3.22,0.2753107795260127,-0.10020014309983867,-0.22569000242923568,Walking
3.23,0.28706287099782335,-0.056060974501009504,-0.19179438145054492,Walking
3.24,0.28549592546824865,-0.0025150978401347673,-0.1622047188372254,Walking
3.25,0.26120826975983985,0.06508163785607515,-0.13912919836639023,Walking
3.26,0.21890074046132127,0.14717654457938184,-0.11461835844043144,Walking
3.27,0.17040377632098244,0.24420377808649513,-0.11947636275008094,Walking
3.28,0.11642250282713197,0.3410336680678312,-0.13129014595763772,Walking
3.29,0.07724886458776291,0.42661497707986806,-0.1436559751094727,Walking
3.3,0.06392982758637743,0.498474332932865,-0.16485453936976144,Walking
3.31,0.06549677311595228,0.5639266023156296,-0.1935609284722357,Walking
3.32,0.07090273519298514,0.62687918703855,-0.21398662841053465,Walking
3.33,0.07011926242819776,0.6904895835140608,-0.23087923430545215,Walking
3.34,0.06338139665102632,0.756599664649416,-0.24357629102385425,Walking
3.35,0.06494834218060108,0.8197495928981133,-0.2475510218226584,Walking
3.36,0.08845252512422243,0.8736901566105425,-0.25174657099917386,Walking
3.37,0.14486256418891388,0.9184213557867033,-0.2668726298724007,Walking
3.38,0.23410011209819642,0.957890060942139,-0.286194237922143,Walking
3.39,0.3442563828273021,1.0039368836234808,-0.3103738502815347,Walking
3.4,0.457076460956685,1.0605086943462725,-0.33764491992888523,Walking
3.41,0.558144447614257,1.1197117520794262,-0.3430549701828131,Walking
3.42,0.6419760334465066,1.1769413745548083,-0.3213043599782461,Walking
3.43,0.7124885822773709,1.2308819382672374,-0.2895065135878131,Walking
3.44,0.78456807663781,1.2696928316700826,-0.25461720990942127,Walking
3.45,0.8683996624700595,1.2894271842478007,-0.22171527163043156,Walking
3.46,0.970251121892419,1.300609984041841,-0.20703084951262746,Walking
3.47,1.0862050910809515,1.3124505955884715,-0.2118888538222769,Walking
3.48,1.2045094785638457,1.3295537011558274,-0.21707808569849343,Walking
3.49,1.3032270469270557,1.3538927360016795,-0.20945985166745218,Walking
3.5,1.3721726502283456,1.3848098883734379,-0.17622668582189543,Walking
3.51,1.4230983799395251,1.410464546724471,-0.12311986598231808,Walking
3.53,1.47245716412113,1.4144114172400146,-0.05775762617976136,Walking
3.54,1.5351349853041205,1.3769161473423503,0.006831749300805701,Walking
3.55,1.6244508804898816,1.28876937249521,0.06325084480605321,Walking
3.56,1.752156941150225,1.1670741982659494,0.09052191445340381,Walking
3.57,1.9119853851668502,1.0434055887789169,0.09239887066395013,Walking
3.58,2.073380774713051,0.9532853786740048,0.08798250310972343,Walking
3.59,2.1728818158410483,0.926972908570381,0.10454388143807397,Walking
3.6,2.170531397546686,0.9822290957879912,0.15864438397735217,Walking
3.61,2.050660064534217,1.1151070698112922,0.26574129716735234,Walking
3.62,1.8030826708614043,1.301925607547022,0.4043048291812185,Walking
3.63,1.4552207632958076,1.4979535098190206,0.5610858773562701,Walking
3.64,1.0846381455513767,1.6538548951829921,0.6924728120945177,Walking
3.65,0.747744856692803,1.7360813642568174,0.7487814984109095,Walking
3.66,0.47117897072285786,1.7183204469368714,0.7399487633024557,Walking
3.67,0.2823620344090991,1.6071502607490598,0.686952352651734,Walking
3.68,0.1566146556607246,1.4321723345599606,0.543420407139363,Walking
3.69,0.06142271473905783,1.2453537968242305,0.3691947071251153,Walking
3.7,-0.00039328640266650904,1.0828742939343527,0.2643059777122287,Walking
3.71,0.015276168893081114,0.9605213079525015,0.18260317795903266,Walking
3.72,0.11321026449150372,0.8579026745483681,0.1605213401878986,Walking
3.73,0.23112291559200446,0.7126841520464675,0.3515292369082081,Walking
3.74,0.34276778457420604,0.47784535637162384,0.7741756118477137,Walking
3.75,0.4343557507778509,0.18183006770585453,1.2897865238036932,Walking
3.76,0.43670616907221294,-0.13523519704281392,1.81312607897957,Walking
3.77,0.3115072212591896,-0.42730361519303967,2.2536587425136947,Walking
3.78,0.1253854312562996,-0.6123065924916198,2.447978914899674,Walking
3.79,-0.08019782222390905,-0.6649315326988676,2.288989682947509,Walking
3.8,-0.2823337955390532,-0.6136222159968009,1.9091820732840028,Walking
3.81,-0.5009226969147323,-0.5656019580576873,1.428902101761838,Walking
3.82,-0.6640417265434649,-0.5471832289851505,1.0060349084446212,Walking
3.83,-0.741088438232656,-0.5899409929035392,0.8183392873899816,Walking
